deck,front,back,reading,pos,examples,tags
Default,面長,长脸。,おもなが,,この帽子はおもながの人に似合う。这个帽子适合脸长的人。,"N1,vocab"
Default,面魂,面孔。刚强的面貌。,つらだましい,,不敵なつらだましいの男。面目凶猛的男人。,"N1,vocab"
Default,面影,①心中浮现的面貌。,おもかげ,,顔に幼いときの面影がある。脸上还有小时候的面影。 | 彼の面影がまだ目に見えるようだ。他的模样仿佛还在眼前。 | 弟には父の面影がある。弟弟长得酷似父亲。 ②令人想起旧时的痕迹。 | 彼の顔はまだ青春の面影をとどめている。他的面容还留有青春的迹象。 | 城はむかしの面影をみじんもとどめていない。城堡已面目全非。,"N1,vocab"
Default,敏腕,能干。,びんわん,,びんわんを振るう。发挥才干。 | びんわん営業マン。能干的销售员。 | びんわん弁護士。能干的律师。,"N1,vocab"
Default,名残,①痕迹。残余。,なごり,,昔のなごりを留めている。保留了往日的痕迹。 | なごり雪。残雪。 ②依恋。 | なごり惜しいが行かねばならない。虽然不忍离开，但是不得不走。 | なごりつきない。名残り尽きない。恋恋不舍。 | なごり尽きないがお開きとしよう。虽然余兴未尽，但还是到此结束吧。 | なごりをおしむ。名残りを惜しむ。贪恋。惜别。 | いつまでも手を振ってなごりを惜しんだ。一直依依不舍地挥着手。,"N1,vocab"
Default,名折れ,丢脸。玷污名声。,なおれ,,停学を食らうなんて一家のなおれだ。被学校停学，一家的脸都丢尽了。,"N1,vocab"
Default,明かす,①说出。揭露，揭破。,あかす,,身分を明かす。说出（自己的）身分。 | この事はだれにも明かさずにおこう。这件事情我将不对任何人说。 | もとを明かせば。原来；说实话；原来是这么回事。 | 秘密を明かす。揭露秘密。 | 手品の種を明かす。揭开戏法的底（儿）。 | 秘密を明かしたからにはお前も仲間だ。既然告诉了你秘密，你也是我们一伙儿的。 | 老人はようやく正体を明かした。老人终于露出真面目。 ②过夜。通宵达旦。到天亮。 | 公園のベンチで夜を明かす。在公园的长凳上过夜。 | ダンスで夜を明かす。通宵跳舞。 | 試験勉強で夜を明かす。为准备考试通宵不眠。 | 夜を語り明かす。谈了一夜；说到天亮。 | 一夜を泣き明かす。哭了一夜；哭到天亮。 | 一夜を飲み明かす。喝了一夜；喝到天亮。 | 遊び明かす。玩了一夜；玩到天亮。 | 友と人生を語って夜をあかす。关于人生和朋友聊了一个通宵。 | 彼と一晩飲みあかす。跟他喝酒喝到天亮。,"N1,vocab"
Default,明かり,①光，亮儿。,あかり,,ろうそくの明かりで本を読む。借烛光看书。 | 星明かり。星光。 | 月の明かりが窓に差す。月光照射在窗户上。 | 小さな裸電球が唯一のあかりだった。小小的电灯泡是唯一的照明。只有一盏小电灯泡照亮儿。 | 部屋にはあかりがついていた。房间里亮着灯。 | あかりが消えた。电灯灭了。 | カーテンの隙間からあかりがさす。从窗帘缝隙射进一线光来。 | 月あかりを頼りに夜道を歩く。借着月光走夜道。 ②灯。 | 明かりをつける。点灯。 | 明かりを消す。灭灯；熄灯。 | 停電で明かりがすっかり消えた。因为停电，灯全灭了。 | 明かりがついた。灯亮了。 | あかりを消す。关灯。 | 明かりをともす。点灯。开灯。 ③希望，光明。 | 暗やみにわずかな明かりを見出す。黑暗中看到一线光明。 | 将来に明かりがさした。前途有希望了。 | 暗い世相にあかりをともす。给黑暗的社会带来一线光明。,"N1,vocab"
Default,明く,①开。,あく,,裏口が明いている。后门敞着。开始。 | 幕が明く。开幕。 ②空，闲，空出，腾出，离开。 | 壁に穴が明く。墙上出了洞。,"N1,vocab"
Default,明ける,①过。,あける,,夜があける。天亮了。 | 明けない夜はない。没有过不去的黑夜。 | 年が明けたら帰国します。过了年就回国。 ②结束。 | 梅雨が明けたら暑くなるなあ。出了梅就该热起来啦。 | 任期が明けて家族のもとに帰る。任期结束后回到家人身边。,"N1,vocab"
Default,明らか,①分明。明显，显然，清楚。,あきらか,,明らかに間違っている显然错了。 | 火を見るよりも明らかだ明明白白；洞若观火。 | 明らかな思い違い明显的误解。 | 火事の原因は明らかでない失火的原因不明。 | しだいに明らかになってくる逐渐清楚起来。 | 立場を明らかにする明确立场。 | 理非曲直を明らかにする弄清是非曲直。 | ひと目で明らかだ一目了然。 | 明らかに多すぎる显然过多。 | 明らかに増加した显著增加。 | 彼の犯行の動機があきらかになった。他的犯罪动机已经不容置疑了。 | 彼女はあきらかに脅えている。她明显地感到恐怖。 | 協議の結果があきらかにされた。协议的结果已经公之于众了。 | 彼がそれをやったことはあきらかだ。很显然是他干的。 | 誰が聞いてもあきらかな嘘である。明摆着这是在胡说八道。 | それはあきらかに事実に反する。这显然不符合事实。 | 原因をあきらかにする。查明原因。 | 発言に先立って自己の立場をあきらかにする。在发言之前先明确自己的立场。 | 火を見るより明らか。显而易见。 | 彼の非は火を見るよりあきらかである。他的罪恶是显而易见的。 ②明亮。明朗；开朗。 | 月明らかに星まれに。月明星稀。,"N1,vocab"
Default,明るむ,发亮，亮起来，变得明亮。,あかるむ,,東の空が明るむ。 东边的天空亮起来了。,"N1,vocab"
Default,明星,金星。,みょうじょう,,明けのみょうじょう。晨星。 | 宵のみょうじょう。昏星。 | 明けのみょうじょうの輝きは神々しい。晨星的光芒很神圣。 | 宵のみょうじょうに願いごとをする。向着昏星许愿。,"N1,vocab"
Default,鳴く,叫。鸣。,なく,,こおろぎがなく。蟋蟀鸣叫。 | おんどりがなく。公鸡喔喔啼叫。 | 鳴くせみよりも鳴かぬ蛍が身を焦がす。嘴上不说的比老挂在嘴上的人爱得更深。 | 鳴く猫はねずみを捕らぬ。打鸣儿的公鸡不下蛋。夸夸其谈的人做不了事。,"N1,vocab"
Default,鳴らす,①鸣。,ならす,,鈴を鳴らして馬車が進む。摇响铃铛，马车前进。 | 彼はかつては水泳で鳴らしたものだ。他以前游泳出了名。 | 鼻を鳴らす。撒娇作态。 | 鐘を鳴らす。鸣钟。 | ベルを鳴らす。按电铃;摁车铃。 | サイレンを鳴らす。鸣警笛（汽笛）。 | ラッパを鳴らす。吹（鸣）喇叭。 | どらや太鼓を鳴らす。敲锣打鼓。 | 風がこずえを鳴らした。风吹树梢作响。 | ねこがのどを鳴らす。猫打呼噜。 | のどを鳴らしてビールを飲みほす。咕咚咕咚地喝啤酒。 | あちこちでさかんに爆竹を鳴らしている。到处鞭炮齐鸣。 ②周知，出名，驰名。 | 彼はかつては名打者として鳴らしたものだ。他曾以优秀击球员著称。 | 彼も一時は社交界で鳴らしたものだ。他也曾在社交界扬名一时。 ③叨唠，嘟哝。 | 不平を鳴らす。鸣不平。 | 非を鳴らす。进行非难;谴责。 | 不平をならすしか能がないのか。难道你只有鸣不平的本事吗？,"N1,vocab"
Default,鳴る,响。鸣。著称。,なる,,誰。たがために鐘はなるヘミングウェイ。丧钟为谁而鸣。 | 夢の中で電話がなる音を聞いた。在梦中听到电话铃响了。 | 敏腕をもってなる記者が訪れた。以能干著称的记者来访了。,"N1,vocab"
Default,銘柄,品种。品牌。商标。,めいがら,,めいがらの売買。品牌交易。 | は米の有名なめいがらです。秋田小町”是稻米中有名的品牌。,"N1,vocab"
Default,末頼もしい,前途光明、前途无量。,すえたのもしい,,末頼もしい青年。 前程远大的青年。,"N1,vocab"
Default,黙殺,置之不理。不理睬。,もくさつ,,議長は反対派の発言をもくさつした。议长对反对派的发言置之不理。,"N1,vocab"
Default,母屋,上房。正房。,おもや,,のきをかしておもやをとられる。軒を貸して母屋を取られる。喧宾夺主。,"N1,vocab"
Default,目の当たり,眼前。亲眼。,まのあたり,,列車事故の現場をまのあたりにする。亲眼看到了列车事故现场。,"N1,vocab"
Default,目次,目录。篇目。目次。,もくじ,,表題の次にもくじが来る。标题下面是目录。,"N1,vocab"
Default,目減り,损耗。贬值。,めべり,,貯金がインフレのおかげでめべりした。由于通货膨胀，存款贬值了。 | 加工の過程で重量は幾分かめべりする。在加工的过程中，重量会有一定的损耗。,"N1,vocab"
Default,目立つ,显眼。惹眼。醒目。,めだつ,,彼の活躍がめだつ。他的活动很显赫。 | 目立って元気になる。明显地恢复健康。 | 文学大賞を貰ったのは目立った特徴のない人だった。获得文学大奖的是一个没有明显特征的人。 | その家は小さかったが，付近では目立っていた。那幢房子虽然小，但是在那一带很醒目。 | 目立たない所で社会のために頑張る人です。是在不显眼的地方为社会贡献的人。 | 車のシルバー色は汚れが目立たない。银白色汽车上的污渍不显眼。 | 彼は目立たないように後ろに座った。他坐在了后面以不引人注意。 | 頭髪に白いものがめだつようになった。头发中的银丝开始显眼了。 | 目立たせる。陪衬。突出。 | 体にぴったりした上衣が彼女の小太りを目立たせた。紧贴的上衣使她稍微发胖的身体更显眼了。 | 目立ちたがる。爱出风头。 | 彼女は目立ちたがり屋だ。她是个爱出风头的人。,"N1,vocab"
Default,目深,压得低。,まぶか,,帽子をまぶかにかぶる。把帽檐押下来。深戴帽子。,"N1,vocab"
Default,目印,记号。标志。,めじるし,,めじるしにする。做个记号。 | 少女はめじるしに青い表紙の本を胸に抱いていた。女孩儿把一本蓝色封面的书抱在胸前作标志。 | 伐採する杉の木はめじるしに赤いひもが結んであった。准备砍伐的杉树上都系上红色的绳子做了记号。 | 郵便局をめじるしにして進みなさい。以邮局为目标往前走。,"N1,vocab"
Default,目玉,①眼球。眼珠子。,めだま,,めだまをぎょろつかせる。双目圆睁。 | たった一本の松茸にめだまの飛び出るほどの値がついている。仅仅一只松茸就标着贵得惊人的价格。 | 破れた襖から子供のめだまがこちらを覗いていた。孩子的眼睛透过破旧的拉门朝这边儿窥视着。 | 卵はゆで卵ではなくめだま焼きにした。鸡蛋没有煮，而是做了煎荷包蛋。 ②教训。 | 女生徒をからかったら先生におめだまをくらった。因为捉弄女生而被老师教训了一顿。 ③引人注目的事物。招揽客人的东西。 | めだま商品。招揽顾客的商品。 | 政策のめだまは福祉の充実である。政策的热点是完善福利。,"N1,vocab"
Default,暮れる,①日暮，天黑，入夜。,くれる,,日が暮れる。天黑了。 | 日が暮れかかっている。日将暮。 | 日が暮れないうちに家へ帰ろう。乘天未黑回家吧。 | 日暮れて道遠しですな。真是日暮途遥了啊。 ②年终，岁暮；即将过去，到了末了。 | あと10日でことしも暮れる。再过十天就过年了。 | 年がくれる。年关到了。 ③长时间地处于……中。 | 悲しみに暮れる。沉浸在悲伤中。 | 涙に暮れる。眼泪都哭干了，悲痛欲绝。 ④不知如何是好。 | 途方に暮れる。不知如何是好，想不出办法来。 | 思案に暮れる。想不出主意来。,"N1,vocab"
Default,納得,信服。理解。,なっとく,,それで先方のなっとくが得られたのですか。那么得到了对方的理解吗？ | その方針にはなっとくできない。我对那个方针不服。 | 彼はなっとくして帰っていった。他信服地回去了。 | 彼にその重大さをなっとくさせた。让他理解了事情的重大性。 | なっとくのいく説明がほしい。请给我一个让我心服的答复。 | 互いになっとくずくで別れる道を選んだ。在互相同意的基础上选择了分手。,"N1,vocab"
Default,男らしい,有男子气概。,おとこらしい,,おとこらしい男。男子汉。须眉男子。 | 男らしく非を認める。拿出男子气概，承认错误。 | 男らしさ。大丈夫气。男子气概。,"N1,vocab"
Default,内包,内含。包含。内涵。,ないほう,,ないほうを広げれば外延は減少する。内涵多则外延少。 | 平和はつねに戦争の危険性をないほうする。和平总是内含着战争的危险。,"N1,vocab"
Default,内気,内向。腼腆。,うちき,,うちきな子だから先行きが心配です。这孩子太腼腆，将来让人担心。,"N1,vocab"
Default,内省,反省，自我检查；内省。,ないせい,,過去を内省する。 反省过去。,"N1,vocab"
Default,内訳,细目。,うちわけ,,うちわけ書。明细表。 | うちわけが書かれていない請求書は受け付けません。没有注明细目的账单不予受理。,"N1,vocab"
Default,逆らう,顶。作对。,さからう,,風にさからう。顶风。 | 運命にさからう。与命运抗争。 | 親にさからう。顶撞父母。 | 登山は重力にさからう愚行だ。爬山是跟地球引力做对的愚蠢行为。 | 奴は親に逆らってばかりいる。他总是在反抗父母。 | 世の風潮にさからう。违背社会潮流。 | 渡り鳥が風に逆らって飛び立つ。候鸟顶风飞翔。 | ちゅうげんみみにさからう。忠言耳に逆らう。忠言逆耳。,"N1,vocab"
Default,逆上,大发雷霆。大为恼火。,ぎゃくじょう,,ののしられて彼はぎゃくじょうした他被骂得恼羞成怒。 | ぎゃくじょうした男は包丁を振り回した。疯狂的男子挥舞起菜刀来。,"N1,vocab"
Default,年頭,岁首。年初。,ねんとう,,社長のねんとう挨拶。社长的新年贺词。,"N1,vocab"
Default,捻出,筹措。,ねんしゅつ,,起業資金をねんしゅつする。筹措开业资金。,"N1,vocab"
Default,捻挫,扭伤。,ねんざ,,足首をねんざする。扭脚脖子。 | 屋根からとびおりたとき右足首をねんざした。从屋顶上跳下的时候，扭伤了右脚腕。,"N1,vocab"
Default,凝らす,凝；集中。,こらす,,瞳を凝らす。凝眸；目不转睛地看。 | 耳を凝らす。洗耳恭听。 | 心を凝らす。凝神；聚精会神。 | 装いを凝らす。细心打扮。 | 工夫を凝らす。绞尽脑汁找窍门；费尽心机；悉心钻研。 | 趣向を凝らす。精心结构；独出心裁。 | 目をこらす。目不转睛。凝视。 | 彼は彼なりに工夫を凝らした。他也尽了自己的力，花了一番功夫。 | 目を凝らしてよく見る。睁大眼睛，好好看看。 | 息を凝らして見守る。屏住呼吸，在关注。,"N1,vocab"
Default,凝る,①讲究。,こる,,なかなか凝ったデザインだね。这个造型还真独特。 | 彼はいま落語に凝っている。他现在对单口相声着了迷。 ②发酸。酸痛。 | 会議に出ると肩がこる。一开会肩膀就发酸。,"N1,vocab"
Default,弄ぶ,耍弄。摆弄。玩弄。,もてあそぶ,,いつの世も男に弄ばれる女性の話は尽きない。任何时代女人被男人玩弄的事都层出不穷。 | 銃をもてあそぶ。耍枪杆子。,"N1,vocab"
Default,女らしい,像女人样子的，像女人一般柔弱的。 100,おんならしい,,,"N1,vocab"
Default,女房,老婆。女人。太太。,にょうぼう,,世話にょうぼう。照顾入微的老婆。 | 姉さんにょうぼう。比丈夫年纪大的老婆。 | 女房役を勤める。当助手。当帮手。,"N1,vocab"
Default,女々しい,懦弱的。没出息的。恋恋不舍的。不干脆的。,めめしい,,女々しい振る舞い。 不干脆的行动。,"N1,vocab"
Default,拍車,加速；加快；促进；推动。,はくしゃ,,はくしゃがかかる。拍車がかかる。加速。 | 工事にいっそうはくしゃがかかる。工程又加快了速度。 | 懸賞が作業にはくしゃをかけた。悬赏加快了工作进程。 | 没落に拍車をかける加速走向没落。 | 議論に拍車をかける。促进议论。 | 物価値上げがインフレに拍車をかける。提高物价更加剧了通货膨胀。,"N1,vocab"
Default,俳諧,俳谐。俳句。,はいかい,,,"N1,vocab"
Default,配給,配给。定量供应。分配。,はいきゅう,,映画をはいきゅうする。发行影片。 | はいきゅう米ではとうてい足りない。分配的米远远不够。 | 生活物資はすべてはいきゅう制になっていた。以前生活物资全是配给制。,"N1,vocab"
Default,偏る,偏。偏颇。片面。,かたよる,,偏った考え。偏见。 | 独善や偏った考えを排除する。排除自以为是或偏见。 | 偏らない食事。营养平衡的饮食。,"N1,vocab"
Default,片隅,旮旯儿，角落。,かたすみ,,公園のかたすみ。公园角落。 | 東京のかたすみでひっそりと暮らす。在东京的角落里安静地生活。 | それは記憶のかたすみに残った。那件事留在了记忆的角落里。,"N1,vocab"
Default,品薄,缺货。,しなうす,,天候不順で長袖のポロシャツがしなうすになる。因为天气反常，长袖休闲衫缺货。,"N1,vocab"
Default,品評,品评。评比。,ひんぴょう,,ひんぴょう会。品评会。 | 農産物ひんぴょう会。农产品品评会。,"N1,vocab"
Default,平たい,①平，平坦，扁，扁平。开阔且没有高低凹凸。,ひらたい,,平たい石。扁平的石头。 | 押さえて平たくする。压平。 | 板を削って平たくする。把板刮平。 | 平たい顔。扁平的脸。 | 大きなひらたい石に寝ころがる。躺在又大又平的石头上。 ②平易，简明，浅易，浅显。简单，易懂。 | 平たいことばで述べる。用平易的话叙述。 | 平たく言えば。简单说来；浅显易懂地说来。,"N1,vocab"
Default,平らげる,①吃光，吃掉。,たいらげる,,料理を軽く三人分たいらげる。轻而易举地吃光三份饭菜。 | 天丼を三杯平らげる。把三份炸虾大碗盖饭吃光。 ②平定。 | 反乱軍をたいらげる。平定叛军。 | 国内を平らげる。平定国内。 ③整平，弄平。,"N1,vocab"
Default,平手,手掌。,ひらて,,ひらてで張る。打一巴掌。扇。 | ひらてで顔を3、4回張った。在脸上打了三、四个巴掌。,"N1,vocab"
Default,平謝り,一个劲儿地道歉。,ひらあやまり,,ひらあやまりに謝る。再三道歉。低头谢罪。,"N1,vocab"
Default,破る,①撕破。撕毁。,やぶる,,紙をやぶる。把纸撕碎。 | 封筒を破って開ける。撕破信封打开信。 | 書類を破り捨てる。撕毁文件。 | 釘に引っかかって袖が破れた。因刮到钉子上弄破了袖子。 ②打破。突破。 | 自分の殻をやぶる。打破自身的框框。 | 裏の窓ガラスを破って賊は侵入した。匪徒打破了后窗的玻璃闯了进来。 | 封鎖ラインをやぶる。突破封锁线。 | 世界の平和をやぶるできごと。破坏世界和平的事件。 | 老婆は長い沈黙を破って語り出した。老太太打破了长时间的沉默讲述起来。 | 敵の包囲をやぶる。冲破敌人的包围。 | 世界記録を2秒やぶる。打破两秒世界记录。 ③破坏。违反。 | 規則をやぶる。违规。 | 約束をやぶる。失约。 | 伝統をやぶる。破坏传统。 ④打败。 | 昨年の優勝チームを破って決勝戦に進出する。打败去年的冠军队进入决赛。,"N1,vocab"
Default,破れる,①撕，撕破，破。,うじがみ,,紙が破れる。纸破了；纸撕破了。 | シャツがやぶれる。汗衫破了。 | 窓には破れたカーテンが下がっていた。窗户上挂着破窗帘。 | 肘も膝も破れた服を着ている。穿着胳膊肘和膝盖都破了的衣服。 | あの子は破れた着物を着ている。那个孩子穿着破衣服。 ②打破，破。 | 寒さに水道管が破れた。冻得自来水管破了。 ③决裂。 | 協定が破れる。协定决裂。 | 物価と賃金の均衡が破れる。物价和工资的平衡破坏了。 ④灭亡。 | 国破れて山河有り。国破山河在。 | 夢が破れる美梦破灭；没有希望。,"N1,vocab"
Default,奇矯,奇特，离奇古怪。,ききょう,,奇矯なことを言う。 说些离奇古怪的话。 | 奇矯な振る舞い。 离奇古怪的行动。,"N1,vocab"
Default,碁盤,棋盘。,ごばん,,ごばんの目。围棋盘格子。 | ごばんをはさんで対座する。对坐在棋盘的两侧。 | 道路がごばんの目のように走っている。笔直的道路像棋盘一样整齐。,"N1,vocab"
Default,旗頭,首领。头目。,はたがしら,,彼に派閥のはたがしらがつとまるかな。他能担任那派别的首领吗？。,"N1,vocab"
Default,企てる,计划。企图。策划。,くわだてる,,犯罪をくわだてる策划犯罪。 | 密入国をくわだてる策划偷渡过境。企图非法入国。,"N1,vocab"
Default,気に入る,看中。满意。,きにいる,,僕はその服が一目で気に入った。我一眼就看中了那件衣服。 | あのへつらい笑いが気に入らん。那种献媚的笑脸让人讨厌。 | 貴子は校長のお気に入りだからなあ。贵子是校长的眼中红人啊。,"N1,vocab"
Default,気抜け,气馁，沮丧。,きぬけ,,選考から漏れてすっかりきぬけした。没被选上沮丧透了。,"N1,vocab"
Default,気後れ,畏缩。怯场。,きおくれ,,我々ははじめからきおくれしていた。我们一上场就怯阵了。,"N1,vocab"
Default,気配,动静。迹象。感觉。,けはい,,けはいがする。有迹象。 | 秋のけはい。秋色。 | インフレのけはいが忍び寄る。通货膨胀的迹像在悄悄接近。 | 人のいるけはいがした。感觉到有人在。 | 人のいるけはいは全然しなかった。一点儿没有感觉到有人在。 | 野山にも春のけはいが感じられた。在山野也能感觉到春天的气息了。,"N1,vocab"
Default,気晴らし,散心。消遣。,きばらし,,きばらしに映画でも見るか。看个电影散散心吧。 | 子犬と遊んできばらしをしちゃった。跟小狗玩耍来消遣。,"N1,vocab"
Default,気休め,安慰。,きやすめ,,きやすめを言う。说宽心话。 | その場限りのきやすめを言って別れた。说了几句逢场作戏的安慰话就告别了。 | あいつの慰めなどきやすめにもならない。那家伙的安慰话一点儿也不让人宽慰。,"N1,vocab"
Default,汽車,火车。,きしゃ,,夜きしゃ。夜行火车。 | 8時のきしゃで私は旅立ちます。我坐上八点的火车出发旅行。 | 彼もそのきしゃに乗っていた。他也坐上了那班火车。 | きしゃを降りると激しい雨が降っていた。一下火车就下起了大雨。▲中国語の汽车はのこと。,"N1,vocab"
Default,泣き沈む,低头哭泣，哭得神志沮丧，哭得死去活来，痛哭。,なきしずむ,,,"N1,vocab"
Default,欠如,缺乏。,けつじょ,,忍耐力のけつじょが顕著である。明显缺乏忍耐力。 | 彼女は良識がけつじょしている。她缺乏良知。,"N1,vocab"
Default,強いる,逼。强迫。,しいる,,自白をしいる。强令坦白。 | 同意をしいる。逼迫同意。 | 服従をしいる。强制服从。 | 寄付をしいる。强求捐赠。 | 残業をしいる。强使加班。,"N1,vocab"
Default,強情,倔强。顽固。牛脾气。,ごうじょう,,ごうじょうな。顽固。倔强。 | 彼のごうじょうは父親ゆずりだ。他继承了父亲的牛脾气。 | ほんとにおまえはごうじょうな子だよ。你真是个倔强的孩子。 | そのごうじょうな性格が災いした。那个顽固的性格吃了亏。 | 彼はつまらぬことでごうじょうをはった。他为了无聊的琐事发牛脾气。,"N1,vocab"
Default,強引,强行。硬。,ごういん,,ごういんな売り込みが裏目に出た。强硬的推销引起了后患。 | 会議をごういんに押し切る。用强行推进会议进程。,"N1,vocab"
Default,切に,恳切。,せつに,,せつに。诚恳地。 | 早期の御回復をせつに祈り上げます。盼望您早日康复。 | せつなる願いも空しく返事は来なかった。衷心的希望落空了，回信没有来。,"N1,vocab"
Default,勤まる,胜任。,つとまる,,私に委員がつとまるかどうか分かりませんが…。我不知自己能否胜任委员一职，但…。 | こんな仕事が誰につとまるか。这样的工作谁能胜任呢？ | 彼ならどんな役でもつとまる。他什么角色都能胜任。,"N1,vocab"
Default,勤める,工作。任职。做事。,つとめる,,化学工場につとめる。在化工厂工作。 | 彼女は看護師として10年間りっぱに勤めてきた。她作为护士，十年来出色地完成了自己的工作。 | 彼はどんな仕事も長く勤められない。他不管什么工作都做不长。 | どちらにお勤めですか。您在哪儿高就？ | 彼の勤めぶりはまことに感心だ。对他的工作态度深表佩服。,"N1,vocab"
Default,青ざめる,变苍白。失色。,あおざめる,,恐怖のあまり死人のように青ざめた。吓得他像死人一样脸色苍白。 | 母はショックで青ざめた。母亲受到打击，脸色苍白。,"N1,vocab"
Default,青菜,青。,あおな,,青菜に塩。无精打采。垂头丧气。 | 株の暴落で彼らはあおなに塩だ。因为股票暴跌，他们都蔫了。,"N1,vocab"
Default,青空,蓝天，碧空。,あおぞら,,あおぞら市場。露天市场。 | 雲一つないあおぞら。青空一片万里无云。,"N1,vocab"
Default,青膨れ,青肿。,あおぶくれ,,顔が青膨れになった。脸青肿起来了。,"N1,vocab"
Default,清まる,澄清，变洁净。,きよまる,,心が清まる。心地清爽。,"N1,vocab"
Default,清める,洗净，净化。,きよめる,,身をきよめる。洗净身体。 | 霊場の滝に打たれて身をきよめる。在灵地被瀑布敲打净身。 | 店先を掃き清めて塩をまいた。扫干净店前，并撒了盐。,"N1,vocab"
Default,清らか,清白。纯洁。清彻。純潔な。,きよらか,,二人の恋はきよらかなままに終わった。两个人的恋爱很纯洁地结束了。 | 谷川のきよらかな水で手を洗った。用山谷里清彻的水洗了手。 | きよらかに生きたいとは思うが…。虽然我想要清清白白地作人…。,"N1,vocab"
Default,軽やか,轻盈。轻快。轻飘飘。,かろやか,,かろやかな足取り。轻盈的步伐。 | スケーターがかろやかに氷上を舞う。滑冰运动员轻盈地在冰上飞舞。 | かろやかな気持ちにしてくれる映画。使人心情轻快的电影。,"N1,vocab"
Default,傾き,倾斜。倾向。,かたむき,,壁のかたむき具合をチェックする。检查墙壁的倾斜状况。 | 親方は勘に頼るかたむきがある。老师傅有凭直觉的倾向。,"N1,vocab"
Default,情け,恩情。善心。慈悲。,なさけ,,なさけがかえってあだとなった。善心反招来了怨恨。 | 人さまのなさけにすがって生きている。靠别人的同情心过日子。 | おなさけで及第させてやろう。发发慈悲让你及格吧。 | なさけはひとのためならず。情けは人のためならず。好人有好报。 | 情け知らずの。不懂人情。寡情。 | なさけ知らずと思われてもよい。就算被认为是不通人情也行。 | なさけぶかい。情け深い。慈悲。 | なさけ深い人だった。是一个情深意重的人。 | なさけようしゃなく。情け容赦なく。毫不留情。狠狠。 | 金をなさけ容赦なく取りたてる。毫不留情地讨债。,"N1,vocab"
Default,晴らす,解除（不快）。消除（疑虑）。,はらす,,疑いを晴らす。解除疑惑。 | 気を晴らす。消愁解闷。 | 心の憂さを晴らす。出出压在心头的闷气。 | 長年の恨みを晴らす。雪除多年的仇恨。 | 憂さをはらす。解闷。 | 多年の汚名をはらす。洗雪沉冤。 | 猫をからかって憂さを晴らしていた。逗逗猫解闷。 | このままでは疑いをはらすことができない。这样下去无法消除疑虑。,"N1,vocab"
Default,晴れやか,爽朗。开朗。,はれやか,,はれやかな顔。开朗的面容。 | はれやかな心境。光风霁月。 | 君のはれやかな顔が見られて嬉しいよ。能看见你开朗的面容非常高兴。 | 責任を果たして気分ははれやかだ。完成了任务心情爽快。 | 嵐が去ってはれやかな朝を迎えた。暴风雨过后迎来了晴朗的早晨。,"N1,vocab"
Default,請う,请。请求。乞求。,こう,,教えをこう。请教。求教。 | 許しをこう。请求宽恕。 | 若い世代に教えを請いたい。想请教年轻的一代。 | 私は神に許しをこうた。我向神明请求宽恕。 | 請われて委員を引き受けた。受邀请，承担了委员之位。,"N1,vocab"
Default,親譲り,父母遗传。,おやゆずり,,けんかっ早いのは父おやゆずりだ。爱吵架是父亲传下来的。,"N1,vocab"
Default,親身,亲骨肉。亲人。,しんみ,,しんみになって。像亲人一样。,"N1,vocab"
Default,親心,父母心。父母般的关怀。,おやごころ,,おやごころが子に通じない。儿女不解父母心。,"N1,vocab"
Default,球技,球赛。球类运动。,きゅうぎ,,きゅうぎ場。球场。 | 我が校では毎年6月にきゅうぎ大会を開催する。我校每年六月举行球赛。 | ゲートボールもきゅうぎのうちかい。门球也算球类运动吗？。,"N1,vocab"
Default,区々,①各种各样；分歧；纷纭。,くく,,人の心は区区だ。人心不齐；十个人十条心。 | 意見が区区でまとまらない。意见纷纭统一不了。 ②微小，区区，微不足道。 | 区区たる問題。微小的问题。,"N1,vocab"
Default,駆り立てる,驱使，推动。策动。驱赶。,かりたてる,,人々を戦争へとかりたてる。驱使人们走向战争。 | 人々の好奇心をかりたてる。驱使人们的好奇心。 | 兎を駆り立てる。把兔子轰出来。,"N1,vocab"
Default,曲がる,①拐弯。转。,まがる,,右にまがる。往右转。 | 車椅子で廊下を直角でまがるのは難しい。坐轮椅在走廊呈直角拐弯很难。 | この廊下を突当たりまで行き，それから右へ曲がりなさい。请沿着这条走廊走到头儿，然后再向右拐。 ②蜷曲。弯曲。倾斜。 | 年を取って腰が曲がっている。上了年纪腰弯了。 | 彼のネクタイが曲がっていた。他的领带歪了。 ③古怪。乖僻。歪。不正当。 | 根性が曲がっている。脾气怪僻。 | 根性の曲がったやつとは付き合いにくい。性情古怪的家伙可不好相处。 | 曲がったこと。不正当的行为。 | あの人は曲がったことをしない人だと思っていた。我以为他不会搞歪门邪道的。,"N1,vocab"
Default,曲げる,①蜷曲。弯。,まげる,,針金をまげる。弯铁丝。 | 背をまげる。弯身。 | 膝。ひざをまげる。屈膝。 ②改变。 | 主張を曲げない。坚持主张。 | 彼は自分の信念を曲げない。他不改变自己的信念。 ③歪曲。 | 事実をまげる。歪曲事实。 | 賄賂をむさぼり法をまげる。贪图贿赂而枉法。 | 君はいつも自分の都合のいいように言葉の意味をまげる。你总是按照自己的意愿来歪曲词句的意思。,"N1,vocab"
